Full context,1 level,2 level,conn,ton
"Вот честно не понимаю людей, которые пишут посты на темы: как мы с молодым человеком сегодня посрались, он мне изменил и просто о своей бытовухе.",3,12,neutral,neutral
"Расскажу коротко: у меня есть молодой человек Саша, мы вместе уже 5 лет!",3,12,neutral,neutral
"Знаю, что многие молодые люди любят шумные тусовки, дискотеки, клубы и т. д.",2,9,neutral,neutral
"Однажды к Учителю пришёл молодой человек, собиравшийся жениться и спросил: ― Учитель, я хочу жениться, но непременно только на девственнице.",2,9,neutral,neutral
Двое молодых людей решают на время поменяться местами.,2,9,neutral,neutral
"Год выпуска: 2015 Краткое описание: «Это история о молодом человеке, который ценою своей мечты, совершает никому незаметный поступок.",2,9,neutral,neutral
"Друзья, моя милейшая учительница итальянского со своим молодым человеком (аспирантом МГУ) неожиданно потеряли жилье (буквально негде жить!",3,12,neutral,neutral
"Затем молодой человек с одобрением процитировал слова Сократа, которые тот произнес, когда узнал, что Дельфийский оракул объявил его мудрейшим человеком в Греции.",2,9,neutral,neutral
"И вдруг нас обгоняет молодой человек лет 20, может немного меньше, точно не скажу, в черной куртке, в шапке - ушанке, со светлыми (наверное) волосами и с черным рюкзаком с рыжими полосками, вот подходит и говорит: ""прошу прощения, вам далеко до дома идти?",2,9,neutral,neutral
"СРОЧНО ИЩЕМ СВИДЕТЕЙ ДАННОГО ПРОИСШЕСТВИЯ, останавливался молодой человек, около 30 лет, на черной иномарке, как понимая чем то связан с Агалатово, Вартемяги!!!!!!!!!!!!!",2,9,neutral,neutral
"А у меня проблема в моей маме, мы с молодым человеком уже давно решили поженится и в общем все об этом уже знают, кроме мамы.",3,12,neutral,neutral
"гоношаться невесты переживают что-то придумывают, а молодые люди вот иногда такое мнение о свадебном торжестве высказывают",2,9,neutral,neutral
"Мы не спрашивали, потому что-то нас везде не устраивало уже понимаем что пора бы уже определяться, но молодой человек работает в москве и пока может приезжать только на воскресенье, а он у меня очень придирчивый я предлагаю а он критикует так что ждемс пока он хоть немного освободиться и сможет приехать на неделю",3,12,neutral,neutral
"N@ ti, спасибо. осталось на его маменьку посмотреть. до сих пор вспоминаю какая жуткая женщина была маменька бывшего молодого человека… сразу представляю, что и эта такая же) брр…",3,12,neutral,neutral
"Lati, а я почему-то думала, что redman, - это молодой человек",2,9,neutral,neutral
"Уже женатый, но словно заново переживающий эти славные томительные моменты заодно вместе с нашими красавицами.  Впечатлительный, однако, молодой человек  На самом деле очень хороший специалист.",2,9,neutral,neutral
"Скорее, подруга сознательно выбрала компанию молодого человека (и неудивительно), отказать тебе напрямую не смогла, а то, что ты ей якобы не позвонила ― только повод.",3,12,neutral,neutral
"МаринаИппо, очень сочувствую ((на свадьбе у сестры ведущим был приятный молодой человек Костя, хорошее впечатление оставил, вечер прошел на ура) в личку кину контакты, вдруг не занят еще",2,9,positive,neutral
"Сайт ФЕЙКовых новостей UaReview 09.11. 12 опубликовал новость о том, что в украинском селе Барвинкове Ивано-Франковской области несколько молодых людей попытались выступить в храме, но были изгнаны оттуда священником.",2,9,neutral,neutral
/ 02: 14 Kinopoisk: 7.531 Рейтинг кинокритиков: 8.2 Описание: На фоне живописных просторов штата Вайоминг разворачивается изящная романтическая история сложных взаимоотношений двух молодых людей — помощника владельца ранчо и ковбоя родео.,2,9,neutral,neutral
"Для участия в промо-акции, приуроченной к 8 марта, ищем высокого симпатичного молодого человека=) Когда: 7 марта с 9: 00 до 12: 00 Где: у метро Гостиный двор Оплата: 300 р.",2,9,neutral,neutral
"Подходит девушка: ― Извините, молодой человек, Вас как зовут?",2,9,neutral,neutral
"В конце концов молодой человек спросил профессора: ""Сэр, зло существует? """,2,9,neutral,neutral
"Фактически это преследование за выступление в защиту права молодых людей иметь и свободно выражать собственную точку зрения на происходящее в стране, в которой им предстоит жить.",2,9,neutral,neutral
"Вглядываясь в лица pабов, Кpатий заметил, что у этого молодого человека взгляд пытливый и оценивающий, а не блуждающий или отpешённый, как у многих.",2,9,neutral,neutral
"Профессор: К чему вы ведете, молодой человек?",2,9,neutral,neutral
"Так вот, ни банкоматов, ни терминалов здесь нет!  Так и ответили молодым людям.  Те сначала приняли за шутку, но потом увидели, что мы совсем не улыбаемся, а торчать им тут явно до вечера.",2,9,neutral,neutral
"Его сопровождал молодой человек Иван Алексеевич Иванов, который спустя несколько лет обретет известность как талантливый гравер, карикатурист, иллюстратор книг Державина, Крылова, Пушкина.",2,9,neutral,neutral
Воронежскую мужскую гимназию закончили тысячи молодых людей.,2,9,neutral,neutral
"Если молодой человек достаточно близок к родителям, проблемы, свойственные подростковому возрасту, для него не страшны.",2,9,neutral,neutral
"Одни молодые люди выживают в обстановке постоянных упреков, выговоров, не слыша слов похвалы, ― это закладывает ожидание упреков в течение всей жизни и не дает сформироваться мужскому ""Я"".",2,9,neutral,neutral
"Молодые люди, в потенциале предназначенные стать светом для мира, с ощущением усталости и непонимания бредут по обочине жизни.",2,9,neutral,neutral
"Поэтому, если молодой человек не получает восхищения дома, он стремится уйти и получить восхищение от девушки.",2,9,neutral,neutral
"Вот и получается, что для того, чтобы получить восхищение, молодой человек ведет себя по-женски, интересуясь внешним видом, одеждой и признаниями девушек в любви к нему.",2,9,neutral,neutral
Для некоторых молодых людей главным в выборе пары становится материальный достаток семьи девушки или ее мужская агрессивность и карьерные достижения.,2,9,neutral,neutral
"Например, исследования показывают, что молодые люди, которые часто обмениваются текстовыми сообщениями, набирают меньше баллов в тестах, измеряющих нравственную рефлексию.",2,9,neutral,neutral
"Объясняли: «Молодой человек, вы посмотрите на себя.",2,9,neutral,neutral
"Внезапные смерти от инсультов, инфарктов, ни с того ни сего обнаруженный рак на последней стадии, у, казалось бы, здоровых и молодых людей – всегда шок.",2,9,neutral,neutral
"Я бы вряд ли это заметила, если бы рядом не сели молодые люди – им было лет по 20, они говорили и смеялись, не умолкая.",2,9,neutral,neutral
"Молодые люди за соседним столиком поцеловались и мне показалось, что девушка сочувственно посмотрела в мою сторону.",2,9,neutral,neutral
"Как отмечают эксперты, склонность верить в скорый конец цивилизации чаще всего наблюдается у малообразованных молодых людей с невысоким уровнем доходов.",2,9,neutral,neutral
"В ролике показаны традиционные танцы племени в ярких одеждах, а в конце молодой человек говорит фразу на своём языке и на экране появляется традиционный слоган: «Just Do It».",2,9,neutral,neutral
"До тех пор, пока в больнице (пустячная операция, какие-то полипы, ну что у меня может быть серьезного, я тебя умоляю) нам не протягивает профессионально отмытую руку совсем молодой человек.",2,9,neutral,neutral
"Статистика говорит, что когда молодых людей спрашивают, кто такой Альдо Моро, то они отвечают, что он возглавлял «Красные бригады», а ведь он был убит членами этой подпольной леворадикальной организации.",2,9,neutral,neutral
"Чтобы определить, кто из них круче, молодые люди спрыгнули со Старого моста в Дунай.",2,9,neutral,neutral
"2) Не можете никак понять, нравится ли вам молодой человек?",2,9,neutral,neutral
"А сказ будет о том, как в проходе между ночным клубом и банкетным залом молодой человек нечаянно задел охранника плечом, поворачиваясь и что из этого получилось!",2,9,neutral,neutral
На первом этаже данного заведения молодых людей просто повалили на пол и начали избивать ногами по лицу и другим частям тела!!!!!!!,2,9,neutral,neutral
"Хочу заметить, что молодые люди вдвое меньше охранников из КРЦ ""Империя"" и просто даже не смогли что либо сделать!!!!",2,9,neutral,neutral
"Вот так не за что трезвую, приличную компанию адекватных молодых людей на Новый год решили ""поздравить"" сотрудники КРЦ ""ИМПЕРИЯ"".",2,9,neutral,neutral
"МИЛЫЕ ДЕВУШКИ МАЛЕНЬКОГО РОСТА:+ Вы мобильны+ Вас считают няшей+ Вы можете быть и с высокими молодыми людьми, и с людьми среднего роста+ Вы выглядите очаровательнее девушек с большим ростом+ Можно одеваться и в детских магазинах+ Вас носят на руках ― При разговоре с людьми затекает шея",2,9,neutral,neutral
"Полиция завела дело о хулиганстве на группу молодых людей, которые накануне ворвались в храм Григория Неокесарийского в центре Москвы, чтобы с пистолетом в руках сфотографировались на фоне алтаря.",2,9,neutral,neutral
"Я обращаюсь к вам, потому что уже не знаю что мне делать… дело в том, что у меня есть молодой человек, которого я очень сильно люблю и мы с ним уже 4 года вместе, всё было очень хорошо до недавнего времени (((мой любимый решил организовать свой бизнес и набрал кучу кредитов и долгов… но что то пошло не так и бизнес рухнул, не принеся никакого дохода… а долги то остались (((и растут они в геометрической прогрессии… на сегодняшний день это около 1 млн… да самое то страшное не в этом (((хрен с ним если бы он должен был только банкам… но он должен физ лицам, которые начинают терять терпение и угрожают нам физической расправой… я живу в постоянном страхе за себя, свою семью, моего молодого человека (((это длиться уже пол года и я не знаю как ему помочь (((я перепробовала всё что можно ((своими силами нам никогда не отработать такую сумму, а люди требуют сейчас… кредиты в банках нам не дают, его родителям тоже… а я живу со стариками… это моя последняя надежда… я верю в то, что есть ещё добрые люди, которые смогут нам помочь… я не прошу многого, хоть рубль, хоть два… кто сколько может!!!",3,12,neutral,neutral
"Напрягая свою память, молодой человек попытался восстановить в ней все события вчерашнего вечера.",2,9,neutral,neutral
"― Ой, опять шов разошелся, ― снова послышался голос из-за ширмы, ― молодой человек, вы зря сейчас это всё вспоминаете.",2,9,neutral,neutral
"А как вас зовут?  ― сквозь надвигающуюся пелену, выговорил молодой человек.  ― Да на здоровье, Миша, ― улыбнулся врач, ― все будет хорошо, ты не переживай.",2,9,neutral,neutral
"К пруду тем временем спустились двое молодых людей, из компании, приехавшей жарить шашлыки в парк пару часов назад.",2,9,neutral,neutral
"Молодые люди решили вытащить утенка на берег, посчитав, что это может помочь.",2,9,neutral,neutral
"«Гость» стал приставать к девушке, молодой человек стал ее защищать и получил удар ножом в сердце.",2,9,neutral,neutral
Ищем танцоров для работы за границей: одного молодого человека или пару (мальчик и девочка�)!,2,9,neutral,neutral
Ждём интересных и увлекающихся молодых людей и девушек от 16 лет!,2,9,positive,neutral
"Фехтование, рыцарские поединки и турниры в традициях той эпохи служили цели приобщения молодых людей к подобающему им социальному и культурному кругу.",2,9,neutral,neutral
"Паж Денариев – трудолюбивый молодой человек, светлый или темный шатен, с зелеными или карими глазами.",2,9,positive,neutral
"Чаще всего Пажи описывают детей, подростков, студентов и молодых людей, пока не набравшихся опыта в определенной сфере.",2,9,neutral,neutral
Прямая карта олицетворяет прагматичного и надежного молодого человека или девушку.,2,9,positive,neutral
Я делала знакомой расклад на ситуацию с работой её молодого человека.,3,12,neutral,neutral
"Оказалось, всё действительно так: очень скоро молодой человек признался своей девушке в том, что его и ещё одного мужчину попросили уволиться по собственному желанию из-за того, что они присвоили себе автомобильные запчасти, которые хранились на складе, в надежде, что никто об этом не узнает.",2,9,neutral,neutral
Делаем вывод что любовный роман с молодым человеком повлиял на финансовые возможности клиента.,2,9,neutral,neutral
"Рыцари показывают молодых людей, преимущественно мужского пола до 35 лет.",2,9,neutral,neutral
"Вопрос, выбранный как тема вечера, пожалуй, волнует многих молодых людей, начинающих совместный бизнес с друзьями.",2,9,neutral,neutral
"Уже несколько разочарованная (ничего из готового платья за душу не цепляло, а шить я не хотела, на фото корсет от того, юбка от того мне могут понравится, а сошьют, да надену… вдруг что не так) я набрела на L'mone (забавно получилось, почти у его ступений с молодым человеком познакомилась) причина, по которой не хочу рассекречивать свой телефон, выглядела как вывеска этого салона) Зашла внутрь, и обомлела… на манекене было одето моё платье, моё настолько, что даже внутри всё задрожало Дувушки продавщицы с удовольствием показали весь ассортимент рыбок и годе, который у них был (не смотря на то, что я честно призналась, что свадьба нескоро), но я попеременно оглядывалась на ""своё платье"") Как будто боялась, что его купят сейчас, при мне Всё, больше ни о чем думать не могла, позвонила маме, и жениху, что нашла, завтра мерить с мамой, и берём!",3,12,neutral,neutral
Но решили рискнуть позвонили выбрали два платья приехал молодой человек мы померили он подождал….,2,9,neutral,neutral
"Ходила ходила, смотрел смотрела, продавцы в лице 3 девушек и 1 молодого человека меня всячески игнорировали.",2,9,neutral,neutral
"а я в растроенных чувствах уже который раз после посещения салона ""Леди НО"" (Петровский пассаж), мало того, что я своЁ платье смогла забрать только 23 дня спуста заявленной даты, при этом мне ничего не компенсировали и сказали ну мы же до свадьбы успели, так ещЁ обещали дать в аренду мягкий бальник, договорились на сегодня, мой молодой человек, приехал, как положено, а магазин закрыт, телефон у хозяйки Людмилы выключен, ни ответа, ни привета.",3,12,neutral,neutral
"Обладаю повышенной наглостью, завышенной самооценкой, а так же 4-мя крысями и одним не менее замечательным молодым человеком)))",3,12,neutral,neutral
"Теперь несколько слов о зАиБи от непосредственных участников: ― зАиБИ (за Анонимное и Бесплатное Искусство) и ДвУРАК (Движение УльтраРадикальных Анархо-Краеведов) ― два названия небольшой группы молодых людей, занимающихся альтернативной музыкой, маргинальной политикой и множеством сопутствующих занятий, как правило, совершенно нищих (один из девизов ― ""Денег нет и не надо"") и нигде не учащихся.",2,9,neutral,neutral
"После этого молодые люди, среди которых преобладают футбольные фанаты, начали бить витрины торгового центра и закидывать его дымовыми шашками.",2,9,neutral,neutral
Проверяйте лучше свои источники.  Эххх молодой человек.  Кого вы и чем пугаете?????,2,9,neutral,neutral
"Обменялись телефонами со свидетелями ДТП, дали мой тел инспектору ДПС, сейчас мне передали видео с видеорегистратора, я передала его молодому человеку Юли, теперь этот ""невиновный"" (как он себя считает) водитель авто не сможет остаться безнаказанным…",3,12,neutral,neutral
"Многие молодые люди с модными прическами и сонмом иллюзий, покидая родительский дом, подхлестывают себя гордостью и предвкушением будущих побед.",2,9,neutral,neutral
"Молодые люди в возрасте от двадцати до тридцати лет, которые считают, что у них еще масса времени для того, чтобы забыть о безработице или низкооплачиваемой работе, упускают возможность двигаться дальше, пока еще путешествуя налегке.",2,9,neutral,neutral
"В действительности, почти ни у кого из молодых людей нет бесконечного количества реальных возможностей — необходимо четко представить все имеющиеся альтернативы и начать движение по любому из путей.",2,9,neutral,neutral
Любовь Сегодняшнее общество не торопит молодых людей заключать брак.,2,9,neutral,neutral
"Стандартное мнение в этом вопросе у молодых людей — «двадцать это слишком рано, но в тридцать лучше не быть одному».",2,9,neutral,neutral
"И многие молодые люди не задумываются, что по большому счету они могут выбрать свою семью, создать ее — это и будет семья, в которой они станут жить и от которой зависит их будущее.",2,9,neutral,neutral
"Многие молодые люди, даже добившись желаемой должности, продолжают испытывать колоссальный стресс, который связан с неуверенностью в своих силах.",2,9,neutral,neutral
"Молодые люди двадцати с лишним лет, которые не ощущают тревоги и не чувствуют себя некомпетентными на работе, как правило, слишком самонадеянны или выполняют работу, не соответствующую их квалификации.",2,9,neutral,neutral
"Однако молодые люди двадцати с лишним лет, живущие вне времени, как правило, не бывают счастливы.",2,9,neutral,neutral
Почему бы не учить молодых людей не приставать к девушкам?,2,9,neutral,neutral
"Прогулка (2003, Алексей Учитель) Двое молодых людей случайно знакомятся с девушкой Олей и отправляются вместе гулять по Питеру.",2,9,neutral,neutral
"Сидит молодой человек, с огромным букетом цветов, звонит своей девушке Ане.",2,9,neutral,neutral
"Требуется молодой человек или девушка, который (ая) отправится на месяц в США сопровождать группу детей в лагерь, все расходы оплачиваются.",2,9,neutral,neutral
За рулем автомобиля находился молодой человек 19 лет.,2,9,neutral,neutral
"Может начать рассказывать о том, что я начала жить с молодым человеком и хвастаться какой невероятный у меня мужик?",3,12,neutral,neutral
"Приглашаются молодые люди с высшим техническим образованием, а также имеющие навык работы с цифровым изображением.",2,9,neutral,neutral
"""Feeling Good"", режиссёр ― Катерина Титова Молодой человек, ведущий распутный образ жизни попадает в больницу под Рождество, где ему остается жить считанные секунды.",2,9,neutral,neutral
"Но сегодняшний пассажир побил все рекорды: молодой человек буквально обнимал турникет, пока заветные двери не открылись.",2,9,neutral,neutral
"И все молодые люди, которые думали, что их родители работают на заводе и в больнице за гроши.",2,9,neutral,neutral
Все эти молодые люди получили небольшой жизненный урок.,2,9,neutral,neutral
"Обратите внимание на первую фотографию, точнее на жизнерадостного молодого человека в темных очках — молодого ученого, вирусолога и просто хорошего парня Петю.",2,9,neutral,neutral
Джон Фаулз — Коллекционер Одинокий недалекий молодой человек неожиданно выигрывает огромную сумму денег в лотерею.,2,9,negative,neutral
"Невесть откуда возникает солидный молодой человек, который обращается к парню: ― Я все видел!",2,9,neutral,neutral
Большое количество молодых людей посещает McDonalds ради бесплатного беспроводного интернета.,2,9,neutral,neutral
"Он надеется, что военные навыки пригодятся нынешним молодым людям лишь вот на таких мирных турнирах и показательных выступлениях.",2,9,neutral,neutral
"Вы — избранная группа молодых людей, которые помогут этому делу.",2,9,neutral,neutral
"(Кстати у Амишей, проживающих в Американском штате Пенсильвания, существует традиция, согласно которой молодые люди, достигшие совершеннолетия, имеют право выйти в мир на три года, а потом вернуться домой и самостоятельно принять решение о том, что им делать дальше.",2,9,neutral,neutral
"Представьте себе ситуацию, что девушка пригласила своих подруг в кафе, чтобы рассказать им, что её молодой человек наконец-то сделал ей предложение.",3,12,neutral,neutral
"ВЕЩЬ, КОТОРУЮ Я НЕНАВИЖУ в индустрии рекламы больше всего, — это то, что она притягивает к себе самых умных и деятельных молодых людей, оставляя нам в качестве художников тупых и самовлюбленных.",2,9,positive,negative
"Духовные книги отдали церковной певчей, а она передала их некоему молодому человеку, который, читая их, просвещался и был впоследствии рукоположен в сан священника.",2,9,neutral,neutral
"Душа молодого человека ощущала неполноту такого рода служения, и он решил вступить на поприще служения священнического.",2,9,neutral,neutral
"В настоящее время отцами и матерями становятся уже молодые люди, родившиеся в 1990-е годы, т. е. во время провала рождаемости при Ельцине.",2,9,neutral,neutral
"Двум молодым людям из Новосибирска и Красноярска негде жить в период с 18 марта по день апелляции второго тура московской олимпиады (дата сейчас уточняется, но ориентировочно ― начало апреля).",2,9,neutral,neutral
"Также прямо у выхода из вагона крутились какие-то молодые люди, я их не идентифицировал.",2,9,neutral,neutral
Во второй комнате живёт приятный молодой человек.,2,9,positive,neutral
"Друзья, мы хотим работать для Вас каждый день, и в связи с этим мы ищем молодых людей на должность продавца-консультанта в наш розничный магазин SibTune, на подработку в выходные дни, а именно 2 субботы и 4 воскресения в месяц с 10.00 до 18.00 В нашем магазине вас ждет стабильная зарплата, скидки и бонусы!",2,9,neutral,neutral
"И если этот был откровенно ложный, то бывают еще и милые молодые люди в фирменных футболках и со всяким мерчем.",2,9,positive,neutral
"vorkuta, возмутило, мой муж брал у нее apple мы довольны, это вам, молодые люди, надо условия получше обговаривать.",2,9,neutral,neutral
мы до сих пор не можем догнать того молодого человека!,2,9,neutral,neutral
"Шпионка-танцовщица Мата Хари послала целящимся в неё солдатам воздушный поцелуй и прошептала: «Я готова, мальчики».",1,7,positive,neutral
"Например, мальчик Иоанн Креститель на известном этюде с Марией, Святой Анной и младенцем видит не Иисуса, а лицо Бога.",2,9,neutral,neutral
"В «Тайной вечере» можно разглядеть перевёрнутую чашу Святого Грааля, а полотно «Иоанн Креститель», на котором Святой изображен в виде мальчика, на самом деле прячет мистическое четырёхногое создание — символ создания человека, а также райское дерево.",2,9,neutral,neutral
"Гороскоп: мальчикам о девочках.  ДЕВУШКА-БЛИЗНЕЦЫ создана для тебя, если: ты любишь авантюры, мечтаешь о подруге-друге, с которой можно отправиться и на футбол, и в пафосный клуб, с прежней девушкой тебе было скучно и уныло.",1,8,neutral,neutral
"Этих мальчиков и девочек, работающих сейчас в офисах крупных западных компаний, привыкших отдыхать исключительно в Евросоюзе и считающих позором ездить на одной и той же машине больше двух лет, еще никто не делал нищими и бесправными в один день.",1,8,neutral,neutral
"Мальчик садится на свой велосипед, внезапно женщина начинает на него кричать, четко произнося каждое слово: «У ТЕБЯ НЕТ СИЛ ЕГО ПОДНЯТЬ.",2,9,neutral,neutral
"Наши предки считали его праздником духовного очищения, для чего держали пост, водили детей в святилища, для новорожденных мальчиков устраивали особые торжества.",2,9,neutral,neutral
Девочки помогите!  Нужен костюм на мальчика для Хеллуина.  Рост 110.,2,9,neutral,neutral
"У меня оба мальчики, 10 класс и 4.",1,8,neutral,neutral
"Девочки-мальчики, кто может подсказать, где найти работу с загрузкой с 9 до 15 часов, желательно в Северном?",1,7,neutral,neutral
"Девочки-мальчики, у кого есть хороший сантехник-строитель?",1,7,neutral,neutral
"девочки и мальчики, нужен видеорегистратор в машину. посоветуйте!",1,7,neutral,neutral
"Девочки и мальчики, скажите, что можно подарить на юбилей 50 лет родственнику, с которым очень редко общаемся, на дни рождения друг друга не ходим и вообще видимся раз в полгода по какому нибудь делу, а то и реже.",1,7,neutral,neutral
"Если честно, как мама двух мальчиков, ну вообще не представляю как может выглядеть эта кукла.",2,9,neutral,neutral
"Детей примерно 25-30 человек (как мальчики, так и девочки, девочек чуть больше, но пацанов тоже прилично).",2,9,neutral,neutral
"Ничего сложного.  присусендюсь к писючей теме у мальчиков.  Мамочки, у которых сыночки, подскажите. мой сын, емц сейчас 9 месяцев, когда писает, то писюн у него надувается в районе головки в шарик, а потом только струя выходит и шарик сдувается, и так несколько раз пока писает. это нормально?",2,9,neutral,neutral
"Девочки, где можно купить шляпу для двухлетнего мальчика?",1,8,neutral,neutral
"Порадовал древнекорейским сеттингом, нарядами, как в Айоне, переодеванием девочки в мальчика, махровым яоем, пламенным бромансом… и вообще прогрессивностью.",2,9,neutral,positive
"А мальчики… они не думают о конце, жизнь для них впереди, и кажется им, что перед ними вечность.",2,9,neutral,neutral
"Подруги и некоторые родственники меня считали “жестокой” за то, что я ему отказываю, так как он “хороший мальчик”.",2,9,positive,neutral
"10 или 11-й класс, мальчик что-то сказал девочке по поводу того, как её ноги выглядят в мини-юбке.",2,9,neutral,neutral
"Мальчик был очень активный, но и правда влюблён, чем его учитель и оправдал.",2,9,positive,neutral
Блог о маленьком мальчике и маленьком городе.,2,9,neutral,neutral
"И обратившись к специалисту, не забудьте взять, кроме результатов УЗИ, еще и мальчика.",2,9,neutral,neutral
"19 января 2014 года в 13: 00 на стадионе ""Центральный"" будет проходить официальный матч ВХЛ ""Русская Классика"" Для проведения мероприятия требуется помощь 50 волонтеров: ― Организация рассадки зрителей (20 волонтеров), ― Помощь организаторам предматчевой шоу-программы (помощь пиротехникам, ведущему матча, судьям ВХЛ) (20 волонтеров) ― Помощь спецслужбам стадиона в случае снегопада (10 волонтеров-мальчиков).",2,9,neutral,neutral
Магда и муравей незаметно забрались на качели и весело качались вместе с мальчиком.,2,9,neutral,neutral
"В отличие от своих родителей, эти мальчики выросли в относительной информационной свободе и при отсутствии серьезного идеологического пресса.",2,9,neutral,neutral
"Но у этих мальчиков есть одно важное преимущество перед выдуманной страной, которую мы видим глазами Эрнста и Добродеева: они реальны, они существуют в действительности.",2,9,neutral,neutral
"#мд_1_4_класс #мд_личный_опыт КАК УЙТИ НА КАНИКУЛЫ И НЕ ВЕРНУТЬСЯ В сентябре наш мальчик пошел в первый класс, и пугающие звоночки и неприятные зацепочки начали появляться буквально сразу.",3,13,neutral,neutral
"А он, наш мальчик, никогда не плачет, поэтому мы в растерянности.",3,13,neutral,neutral
"Она считает, что нашему мальчику все слишком легко дается.",3,13,neutral,neutral
"Дома ситуация становится невыносимой: мальчик, который на самом деле очень любил учиться, внезапно заявляет, что он совсем пропащий и поэтому не видит смысла в том, чтобы делать уроки: все равно у него «ничего не получается».",2,9,neutral,negative
"И ужаса от того, что они каждый день будут проходить все новое-новое-новое, а наш мальчик бесконечно отстанет?",3,13,neutral,neutral
"Там есть шахматы, механика, информатика и все остальное, очень интересное техническим мальчикам.",2,9,neutral,neutral
